"Login After","Login após"
"Login and view in Browser","Fazer login e visualizar no navegador"
"Login Before","Login antes"
"""Login Failed please try again","Falha no login, tente novamente"
"Login Id is required","ID de login é obrigatório"
"Login is required to see web form list view. Enable {0} to see list settings","É necessário fazer login para ver a visualização de lista do formulário web. Habilite {0} para ver as configurações da lista"
"Login link sent to your email","Link de login enviado para seu e-mail"
"Login Methods","Métodos de login"
"Login not allowed at this time","Login não permitido neste momento"
"Login Page","Página de login"
"Login required","Login obrigatório"
"""Login session expired","refresh page to retry,""Sessão de login expirada, atualize a página para tentar novamente"""
"Login To {0}","Entrar em {0}"
"Login to comment","Faça login para comentar"
"Login to Frappe","Acessar EPIC 360"
"Login to start a new discussion","Faça login para iniciar uma nova discussão"
"Login to view","Faça login para visualizar"
"Login token required","Token de login obrigatório"
"Login Verification Code from {}","Código de verificação de login de {}"
"Login with {0}","Entrar com {0}"
"Login with email link expiry (in minutes)","Expiração do link de login por e-mail (em minutos)"
"Login with Email Link","Entrar com link por e-mail"
"Login with Frappe Cloud","Entrar com Frappe Cloud"
"Login with LDAP","Entrar com LDAP"
"Login with username and password is not allowed.","Login com usuário e senha não é permitido."
"Login","Entrar"
"Logo URI","URI do logo"
"Logo URL","URL do logo"
"Logout All Sessions on Password Reset","Sair de todas as sessões ao redefinir a senha"
"Logout All Sessions","Encerrar todas as sessões"
"Logout From All Devices After Changing Password","Saia de todos os dispositivos após alterar a senha"
"Logout","Sair"
"Logs To Clear","Logs a limpar"
"Long Text","Texto Longo"
"long","longo"
"Looks like you didn't change the value","Parece que você não alterou o valor"
"Looks like you haven\u2019t received any notifications.","Parece que você ainda não recebeu nenhuma notificação."
"Looks like you haven’t added any third party apps.","Parece que você não adicionou nenhum app de terceiros."
"Looks like you haven’t received any notifications.","Parece que você não recebeu nenhuma notificação."
"Low","Baixo"
"Madam","Senhora"
"Main Section (HTML)","Seção Principal (HTML)"
"Main Section (Markdown)","Seção Principal (Remarcação)"
"Main Section","Seção Principal"
"Maintenance Manager","Gerente de manutenção"
"Maintenance User","Usuário de manutenção"
"Major","Maior"
"Make ""name"" searchable in Global Search","Tornar ""name"" pesquisável na Busca Global"
"Make {0}","Faça {0}"
"Make Attachment Public (by default)","Tornar anexo público (por padrão)"
"Make Attachments Public by Default","Tornar anexos públicos por padrão"
"Make sure to configure a Social Login Key before disabling to prevent lockout","Certifique-se de configurar uma chave de Login Social antes de desabilitar para evitar bloqueio de acesso"
"Make use of longer keyboard patterns","Use padrões de teclado mais longos"
"Makes the page public","Torna a página pública"
"Male","Masculino"
"Manage 3rd party apps","Gerenciar apps de terceiros"
"Manage Billing","Gerenciar faturamento"
"Mandatory Depends On (JS)","Depende obrigatoriamente de (JS)"
"Mandatory Depends On","Obrigatório Depende"
"Mandatory field: {0}","Campo obrigatório: {0}"
"Mandatory field: set role for","Campo obrigatório: definir perfil para"
"Mandatory fields required in {0}","Campos obrigatórios requeridos em {0}"
"Mandatory fields required in table {0}, Row {1}","Campos obrigatórios não preenchidos na tabela {0}, linha {1}"
"Mandatory fields required:","Campos obrigatórios requeridos:"
"Mandatory Information missing:","Informação obrigatória ausente:"
"Mandatory","Obrigatório"
"Mandatory:","Obrigatório:"
"Map columns from {0} to fields in {1}","Mapear colunas de {0} para campos em {1}"
"Map Columns","Mapear colunas"
"""Map route parameters into form variables. Example <code>/project/&lt;name&gt;</code>","Mapeie os parâmetros da rota em variáveis de formulário. Exemplo <code>/project/&lt;name&gt;</code>,"""
"Map View","Visualização de mapa"
"Map","Mapa"
"Mapping column {0} to field {1}","Mapeando coluna {0} para campo {1}"
"Margin Bottom","Margem inferior"
"Margin Left","Margem esquerda"
"Margin Right","Margem direita"
"Margin Top","Margem superior"
"MariaDB Variables","Variáveis do MariaDB"
"Mark all as read","Marcar todas como lidas"
"Mark as Read","Marcar como lido"
"Mark as Spam","Marcar como spam"
"Mark as Unread","Marcar como não lido"
"Markdown Editor","Editor de Markdown"
"Markdown","Markdown"
"Marked As Spam","Marcado como spam"
"Marketing Manager","Gerente de marketing"
"Mask","Máscara"
"Master","Mestre"
"Max 500 records at a time","Máximo de 500 registros por vez"
"Max attachment size","Tamanho máximo de anexo"
"Max Attachments","Máx. de Anexos"
"Max auto email report per user","Máximo de relatórios automáticos por e-mail por usuário"
"Max File Size (MB)","Tamanho máximo de arquivo (MB)"
"Max Height","Altura máxima"
"Max Length","Comprimento máximo"
"Max Report Rows","Máximo de linhas no relatório"
"Max signups allowed per hour","Máximo de cadastros permitidos por hora"
"Max Value","Max Valor"
"Max width for type Currency is 100px in row {0}","A largura máxima para o tipo Moeda é 100px na linha {0}"
"Maximum {0} rows allowed","Máximo de {0} linhas permitidas"
"Maximum Attachment Limit of {0} has been reached for {1} {2}.","O limite máximo de anexos de {0} foi atingido para {1} {2}."
"Maximum attachment limit of {0} has been reached.","O limite máximo de anexos de {0} foi atingido."
"Maximum","Máximo"
"Maybe","Talvez"
"Me","Eu"
"Meaning of Different Permission Types","Significado dos diferentes tipos de permissão"
"Medium","Médio"
"Meeting","Reunião"
"Meets Condition?","Atende à condição?"
"Memory Usage in MB","Uso de memória em MB"
"Memory Usage","Uso de memória"
"Mention","Menção"
"Mentions","Menções"
"Menu","Menu"
"Merge with existing","Mesclar com existente"
"merged {0} into {1}","mesclou {0} em {1}"
"Merging is only possible between Group-to-Group or Leaf Node-to-Leaf Node","A mesclagem só é possível entre Grupo-para-Grupo ou Nó Folha-para-Nó Folha"
"Message clipped","Mensagem cortada"
"Message Examples","Exemplos de Mensagens"
"Message from server: {0}","Mensagem do servidor: {0}"
"Message ID","ID da Mensagem"
"Message not setup","Mensagem não configurada"
"Message Parameter","Parâmetro da mensagem"
"Message Sent","Mensagem enviada"
"Message to be displayed on successful completion","Mensagem a ser exibida após conclusão com sucesso"
"Message Type","Tipo de mensagem"
"Message","Mensagem"
"Message-id","ID da mensagem"
"Messages","Mensagens"
"Meta Description","Meta descrição"
"Meta Image","Meta imagem"
"Meta Tags","Meta tags"
"Meta title for SEO","Meta título para SEO"
"Meta Title","Meta título"
"Meta","Meta"
"Metadata","Metadados"
"Method is required to create a number card","O método é obrigatório para criar um cartão numérico"
"Method Not Allowed","Método não permitido"
"Method","Método"
"Mid Center","Centro médio"
"Middle Name","Nome do Meio"
"Milestone Tracker","Rastreador de marcos"
"Milestone","Marco"
"Minimum Password Score","Pontuação mínima de senha"
"Minimum","Mínimo"
"Minor","Menor"
"Minutes After","Minutos depois"
"Minutes Before","Minutos antes"
"Minutes Offset","Deslocamento em minutos"
"Minutes","Minutos"
"Misconfigured","Configurado incorretamente"
"Miss","Senhorita"
"Missing DocType","DocType ausente"
"Missing Field","Campo ausente"
"Missing Fields","Campos ausentes"
"Missing Filters Required","Filtros obrigatórios ausentes"
"Missing Permission","Permissão ausente"
"Missing Value","Valor ausente"
"Missing Values Required","Valores obrigatórios ausentes"
"MIT License","Licença MIT"
"mm/dd/yyyy","mm/dd/aaaa"
"mm-dd-yyyy","mm-dd-aaaa"
"Mobile No","Telefone Celular"
"Mobile","Celular"
"Modal Trigger","Disparador de modal"
"Module (for export)","Módulo (para exportação)"
"Module {} not found","Módulo {} não encontrado"
"Module Def","Módulo do Sistema"
"Module HTML","HTML do módulo"
"Module Name","Nome do Módulo"
"module name...","nome do módulo..."
"Module onboarding progress reset","Progresso de onboarding do módulo redefinido"
"Module Onboarding","Onboarding do módulo"
"Module Profile Name","Nome do perfil do módulo"
"Module Profile","Perfil de Módulo"
"Module to Export","Módulo para exportar"
"Module","Módulo"
"Modules HTML","Módulos HTML"
"Modules","Módulos"
"Monday","Segunda-feira"
"Monospace","Monoespaçada"
"Month","Mês"
"Monthly Long","Mensalmente Longo"
"Monthly","Mensal"
"More articles on {0}","Mais artigos em {0}"
"More content for the bottom of the page.","Mais conteúdo na parte de baixo da página."
"More Info","Mais informações"
"More Information","Mais Informações"
"More Options","Mais opções"
"More","Mais"
"Most probably your password is too long.","Muito provavelmente sua senha é longa demais."
"Most Used","Mais utilizados"
"Move current and all subsequent sections to a new tab","Mover a seção atual e todas as seções seguintes para uma nova aba"
"Move cursor to above row","Mover cursor para a linha acima"
"Move cursor to below row","Mover cursor para a linha abaixo"
"Move cursor to next column","Mover cursor para a próxima coluna"
"Move cursor to previous column","Mover cursor para a coluna anterior"
"Move sections to new tab","Mover seções para nova aba"
"Move the current field and the following fields to a new column","Mover o campo atual e os campos seguintes para uma nova coluna"
"Move to next step when clicked inside highlighted area.","Avançar para a próxima etapa ao clicar dentro da área destacada."
"Move to Row Number","Ir para o número da linha"
"Move To Trash","Mover para a lixeira"
"Move To","Mover para"
"Move","Mover"
"""Mozilla doesn't support :has() so you can pass parent selector here as workaround","O Mozilla não oferece suporte a :has(); você pode informar o seletor pai aqui como contorno."""
"Mr","Sr."
"Mrs","Sra."
"Ms","Sra."
"Multiple root nodes not allowed.","Não é permitido usar múltiplos nós raiz."
"Must be a publicly accessible Google Sheets URL","Deve ser um URL de planilhas do Google acessível publicamente"
"""Must be enclosed in '()' and include '{0}'","which is a placeholder for the user/login name. i.e. (&(objectclass=user)(uid={0})),""Deve estar entre '()' e incluir '{0}', que é um placeholder para o nome de usuário/login. Ex.: (&(objectclass=user)(uid={0}))"""
"Must be of type ""Attach Image","Deve ser do tipo ""Anexar imagem"""
"Must have report permission to access this report.","Deve ter permissão de relatório para acessar este relatório."
"Must specify a Query to run","Deve especificar uma consulta para executar"
"Mute Sounds","Desativar Sons"
"Mx","Mx"
"My Account","Minha conta"
"My Device","Meu Dispositivo"
"My Filter","Meu filtro"
"MyISAM","MyISAM"
"Name (Doc Name)","Nome (Nome do documento)"
"""Name already taken","please set a new name,Nome já em uso; defina um novo nome"""
"Name cannot contain special characters like {0}","O nome não pode conter caracteres especiais como {0}"
"Name of {0} cannot be {1}","O nome de {0} não pode ser {1}"
"Name of the Document Type (DocType) you want this field to be linked to. e.g. Customer","Nome do DocType ao qual você deseja vincular este campo. Ex.: Cliente"
"Name of the new Print Format","Nome do novo formato de impressão"
"Name","Nome"
"Names and surnames by themselves are easy to guess.","Nomes e sobrenomes sozinhos são fáceis de adivinhar."
"""Naming Options:|||<ol><li><b>field:[fieldname]</b> - By Field</li><li><b>naming_series:</b> - By Naming Series (field called naming_series must be present)</li><li><b>Prompt</b> - Prompt user for a name</li><li><b>[series]</b> - Series by prefix (separated by a dot); for example PRE.#####</li>|||<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Replace all braced words (fieldnames","date words (DD, MM, YY), series) with their value. Outside braces, any characters can be used.</li></ol>,""Opções de nomenclatura:|||<ol><li><b>field:[fieldname]</b> - Por campo</li><li><b>naming_series:</b> - Por série de nomenclatura (o campo naming_series deve estar presente)</li><li><b>Prompt</b> - Solicitar ao usuário um nome</li><li><b>[series]</b> - Série por prefixo (separada por ponto); por exemplo PRE.#####</li>|||<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Substitui todas as palavras entre chaves (nomes de campos, palavras de data (DD, MM, YY), série) por seus valores. Fora das chaves, qualquer caractere pode ser usado.</li></ol>"""
"Naming Rule","Regra de nomenclatura"
"Naming Series mandatory","Série de nomenclatura obrigatória"
"Naming Series","Série de nomenclatura"
"Naming","Nomeação"
"Navbar Item","Item da barra de navegação"
"Navbar Settings","Configurações da barra de navegação"
"Navbar Template Values","Valores do modelo da barra de navegação"
"Navbar Template","Modelo da barra de navegação"
"Navbar","Barra de navegação"
"Navigate list down","Navegar para baixo na lista"
"Navigate list up","Navegar para cima na lista"
"Navigate to main content","Ir para o conteúdo principal"
"Navigation Buttons","Botões de Navegação"
"Navigation Settings","Configurações de Navegação"
"Need Help?","Precisa de ajuda?"
"Need Workspace Manager role to edit private workspace of other users","É necessário ter o perfil Gerenciador de Área de Trabalho para editar a área de trabalho privada de outros usuários"
"Negative Value","Valor negativo"
"Nested filters must be provided as a list or tuple.","Filtros aninhados devem ser fornecidos como lista ou tupla."
"Nested set error. Please contact the Administrator.","Erro de conjunto aninhado. Entre em contato com o Administrador."
"Network Printer Settings","Configurações da impressora de rede"
"NEVER","NUNCA"
"New Sidebar Item","Novo item da barra lateral"
"New {} releases for the following apps are available","Novas versões {} para os seguintes aplicativos estão disponíveis"
"New {0} {1} added to Dashboard {2}","Novo(a) {0} {1} adicionado(a) ao Painel {2}"
"New {0} {1} created","Novo(a) {0} {1} criado(a)"
"New {0} Created","Novo(a) {0} criado(a)"
"New {0}","Incluir {0}"
"New {0}: {1}","Novo(a) {0}: {1}"
"New Activity","Nova atividade"
"New Address","Novo endereço"
"New Chart","Novo gráfico"
"New Contact","Novo contato"
"New Custom Block","Novo bloco personalizado"
"New Custom Print Format","Novo formato de impressão personalizado"
"New Document Form","Novo formulário de documento"
"New Document Shared {0}","Novo documento compartilhado {0}"
"New Email Account","Nova conta de e-mail"
"New Email","Novo Email"
"New Event","Novo evento"
"New Folder","Nova pasta"
"New Kanban Board","Novo quadro Kanban"
"""New line separated list of allowed public client URLs (eg <code>https://frappe.io</code>)","or <code>*</code> to accept all.|||<br>|||Public clients are restricted by default.,""Nova lista de URLs de clientes públicos permitidas separadas por linha (ex.: <code>https://frappe.io</code>) ou <code>*</code> para aceitar todas.|||<br>|||Clientes públicos são restritos por padrão."""
"New line separated list of scope values.","Nova lista de valores de escopo separada por linha."
"""New lines separated list of strings representing ways to contact people responsible for this client","typically email addresses.,""Nova lista de textos separada por linhas representando formas de contato com os responsáveis por este cliente, normalmente endereços de e-mail."""
"New Links","Novos links"
"New Mention on {0}","Nova menção em {0}"
"New Message from Website Contact Page","Nova mensagem da página de contato do site"
"New Name","Novo Nome"
"New Notification","Nova notificação"
"New Number Card","Novo cartão numérico"
"New Onboarding","Novo processo de integração"
"New password cannot be same as old password","A nova senha não pode ser igual a senha antiga"
"New Password","Nova senha"
"New Print Format Name","Novo nome do formato de impressão"
"New Quick List","Nova lista rápida"
"New Report name","Novo nome do relatório"
"New Role","Novo perfil"
"New Shortcut","Novo atalho"
"new type of document","novo tipo de documento"
"New updates are available","Novas atualizações estão disponíveis"
"New Users (Last 30 days)","Novos usuários (últimos 30 dias)"
"New users will have to be manually registered by system managers.","Novos usuários terão que ser registrados manualmente pelos gestores do sistema."
"New value to be set","Novo valor a ser definido"
"New Value","Novo Valor"
"New Workflow Name","Novo nome do fluxo de trabalho"
"New Workspace","Nova área de trabalho"
"New","Novo"
"Newly created user {0} has no roles enabled.","O usuário {0} recém-criado não tem perfis habilitados."
"Newsletter Manager","Gerenciador de boletins"
"Next 14 Days","Próximos 14 dias"
"Next 30 Days","Próximos 30 dias"
"Next 6 Months","Próximos 6 meses"
"Next 7 Days","Próximos 7 dias"
"Next Action Email Template","Modelo de e-mail da próxima ação"
"Next Actions HTML","HTML das próximas ações"
"Next Actions","Próximas ações"
"Next Document","Próximo Documento"
"Next Execution","Próxima execução"
"Next Form Tour","Próximo tour do formulário"
"Next Month","Próximo mês"
"Next on Click","Próximo ao clicar"
"Next Quarter","Próximo trimestre"
"Next Schedule Date","Próxima data programada"
"Next Scheduled Date","Próxima data agendada"
"Next State","Próximo estado"
"Next Step Condition","Condição da próxima etapa"
"Next Sync Token","Próximo token de sincronização"
"Next Week","Próxima semana"
"Next Year","Próximo ano"
"Next","Próximo"
"No {0} found with matching filters. Clear filters to see all {0}.","Sua pesquisa não retornou resultados. Limpe os filtros para ver todos os {0}."
"No {0} found","Nenhum {0} encontrado"
"No {0} mail","Nenhum e-mail de {0}"
"No {0}","Sem {0}"
"No Active Sessions","Nenhuma sessão ativa"
"No address added yet.","Nenhum endereço adicionado ainda."
"No alerts for today","Nenhum alerta para hoje"
"No automatic optimization suggestions available.","Nenhuma sugestão automática de otimização disponível."
"No changes in document","Nenhuma alteração no documento"
"No changes made because old and new name are the same.","Nenhuma alteração foi feita porque o nome antigo e o novo são iguais."
"No changes made","Nenhuma alteração feita"
"No changes to sync","Nenhuma alteração para sincronizar"
"No changes to update","Nenhuma alteração para atualizar"
"No comments yet.","Ainda não há comentários."
"No contacts added yet.","Nenhum contato adicionado ainda."
"No contacts linked to document","Nenhum contato vinculado ao documento"
"No Copy","Nenhuma Cópia"
"No currency fields in {0}","Nenhum campo de moeda em {0}"
"No data to export","Nenhum dado para exportar"
"No Data","Nenhum dado"
"No Data...","Sem dados..."
"No default Address Template found. Please create a new one from Setup > Printing and Branding > Address Template.","Nenhum modelo de endereço padrão encontrado. Crie um novo em Configuração > Impressão e Identidade Visual > Modelo de Endereço."
"No documents found tagged with {0}","Nenhum documento encontrado com a tag {0}"
"No email account associated with the User. Please add an account under User > Email Inbox.","Nenhuma conta de e-mail associada ao Usuário. Adicione uma conta em Usuário > Caixa de Entrada de E-mail."
"No Email Account","Nenhuma conta de e-mail"
"No Email Accounts Assigned","Nenhuma conta de e-mail atribuída"
"No email addresses to invite","Nenhum endereço de e-mail para convidar"
"No Email field found in {0}","Nenhum campo de e-mail encontrado em {0}"
"No Emails","Nenhum e-mail"
"No Entry for the User {0} found within LDAP!","Nenhuma entrada para o usuário {0} encontrada no LDAP!"
"no failed attempts","tentativas não falharam"
"No failed logs","Nenhum log com falha"
"""No fields found that can be used as a Kanban Column. Use the Customize Form to add a Custom Field of type ""Select"".","Nenhum campo encontrado que possa ser usado como coluna do Kanban. Use o Personalizar Formulário para adicionar um Campo Personalizado do tipo ""Select""."""
"No file attached","Nenhum arquivo anexado"
"No filters found","Nenhum filtro encontrado"
"No filters selected","Nenhum filtro selecionado"
"No Filters Set","Nenhum filtro definido"
"No further records","Não há mais registros"
"No Google Calendar Event to sync.","Nenhum evento do Google Agenda para sincronizar."
"No Images","Nenhuma imagem"
"No IMAP folders were found on the server. Please verify the email account settings and ensure the mailbox contains folders.","Nenhuma pasta IMAP foi encontrada no servidor. Verifique as configurações da conta de e-mail e confirme que a caixa postal contém pastas."
"No Label","Sem rótulo"
"No LDAP User found for email: {0}","Nenhum usuário LDAP encontrado para o e-mail: {0}"
"No Letterhead","Nenhum cabeçalho"
"No matching entries in the current results","Nenhuma entrada correspondente nos resultados atuais"
"No matching records. Search something new","Nenhum registro correspondente. Pesquise algo novo"
"No more items to display","Não há mais itens para exibir"
"No Name Specified for {0}","Nenhum nome informado para {0}"
"""No need for symbols","digits, or uppercase letters.,""Não há necessidade de símbolos, dígitos ou letras maiúsculas."""
"No new Google Contacts synced.","Nenhum novo contato do Google sincronizado."
"No New notifications","Nenhuma nova notificação"
"No of Columns","Nº de colunas"
"No of Requested SMS","Nº de SMS solicitados"
"No of Rows (Max 500)","Nº de linhas (máx. 500)"
"No of Sent SMS","Nº de SMS enviados"
"No permission for {0}","Sem permissão para {0}"
"No permission to {0} {1} {2}","Sem permissão para {0} {1} {2}"
"No permission to '{0}' {1}","Sem permissão para '{0}' {1}"
"No permission to read {0}","Sem permissão para ler {0}"
"No Permissions set for this criteria.","Nenhuma permissão definida para este critério."
"No Permissions Specified","Nenhuma permissão especificada"
"No Permitted Charts on this Dashboard","Nenhum gráfico permitido neste painel"
"No Permitted Charts","Nenhum gráfico permitido"
"No Preview Available","Visualização indisponível"
"No Preview","Sem visualização"
"No Printer is Available.","Nenhuma impressora está disponível."
"No records deleted","Nenhum registro excluído"
"No records present in {0}","Nenhum registro presente em {0}"
"No records tagged.","Nenhum registro com tag."
"No records will be exported","Nenhum registro será exportado"
"No Results found","Nenhum resultado encontrado"
"No Results","Sem resultados"
"No Roles Specified","Nenhum perfil especificado"
"No rows selected","Nenhuma linha selecionada"
"No rows","Nenhuma linha"
"No RQ Workers connected. Try restarting the bench.","Nenhum worker RQ conectado. Tente reiniciar o bench."
"No Select Field Found","Nenhum campo Select encontrado"
"No subject","Sem assunto"
"No Suggestions","Nenhuma sugestão"
"No Tags","Nenhuma etiqueta"
"No template found at path: {0}","Nenhum modelo encontrado no caminho: {0}"
"No Upcoming Events","Nenhum evento próximo"
"No user has the role <strong>{0}</strong>","Nenhum usuário possui o perfil <strong>{0}</strong>"
"No values to show","Nenhum valor para mostrar"
"No","Não"
"No.","Nº."
"Nomatim","Nomatim"
"Non Negative","Não Negativo"
"Non-Conforming","Não conforme"
"None","Nenhum"
"None: End of Workflow","Nenhum: fim do fluxo de trabalho"
"Normalized Copies","Cópias normalizadas"
"Normalized Query","Consulta normalizada"
"Not a valid Comma Separated Value (CSV File)","Não é um arquivo CSV válido (valores separados por vírgula)"
"Not a valid User Image.","Não é uma imagem de usuário válida."
"Not a valid user","Não é um usuário válido"
"Not a valid Workflow Action","Não é uma ação de fluxo de trabalho válida"
"Not active","Não ativo"
"Not allowed for {0}: {1}","Não permitido para {0}: {1}"
"""Not allowed to attach {0} document","please enable Allow Print For {0} in Print Settings,""Não é permitido anexar o documento {0}; habilite Permitir Impressão para {0} nas Configurações de Impressão"""
"Not allowed to create custom Virtual DocType.","Não é permitido criar DocType Virtual personalizado."
"Not allowed to print cancelled documents","Não é permitido imprimir documentos cancelados"
"Not allowed to print draft documents","Não é permitido imprimir documentos em rascunho"
"Not allowed via controller permission check","Não permitido pela verificação de permissão do controlador"
"Not Allowed","Não permitido"
"Not Allowed: Disabled User","Não permitido: usuário desativado"
"Not Ancestors Of","Não ancestrais de"
"Not Descendants Of","Não descendentes de"
"Not Equals","Diferente"
"Not Found","Não encontrado"
"Not found","Não encontrado"
"Not Helpful","Não útil"
"""Not in Developer Mode! Set in site_config.json or make 'Custom' DocType.","Não está no Modo de Desenvolvedor! Defina em site_config.json ou torne o DocType ""Custom""."""
"Not in Developer Mode","Não está no Modo de Desenvolvedor"
"Not In","Não está em"
"Not Like","Não contém"
"Not Linked to any record","Não vinculado a nenhum registro"
"Not Nullable","Não permite nulo"
"Not permitted","Não permitido"
"Not Permitted to read {0}","Não permitido ler {0}"
"Not permitted to view {0}","Não permitido visualizar {0}"
"Not Permitted","Não permitido"
"Not permitted. {0}.","Não permitido. {0}."
"Not Published","Não publicado"
"Not Saved","Alterações não salvas"
"Not Seen","Não visto"
"Not Sent","Não enviado"
"Not Set","Não definido"
"Note Seen By","Nota vista por"
"Note","Nota"
"Note: Changing the Page Name will break previous URL to this page.","Nota: Alterar o Nome da Página quebrará a URL anterior desta página."
"Note: Etc timezones have their signs reversed.","Nota: Fusos horários Etc têm os sinais invertidos."
"""Note: For best results","images must be of the same size and width must be greater than height.,""""""""Nota: Para obter melhores resultados, as imagens devem ter o mesmo tamanho e a largura deve ser maior que a altura."""""""","""
"""NOTE: If you add states or transitions in the table","it will be reflected in the Workflow Builder but you will have to position them manually. Also Workflow Builder is currently in <b>BETA</b>.,""NOTA: Se você adicionar estados ou transições na tabela, isso será refletido no Construtor de Fluxo de Trabalho, mas você terá que posicioná-los manualmente. Além disso, o Construtor de Fluxo de Trabalho está atualmente em <b>BETA</b>."""
"Note: Multiple sessions will be allowed in case of mobile device","Observação: Serão permitidas múltiplas sessões no caso de dispositivo móvel"
"NOTE: This box is due for depreciation. Please re-setup LDAP to work with the newer settings","NOTA: Este campo será descontinuado. Reconfigure o LDAP para funcionar com as configurações mais recentes."
"Note: This will be shared with user.","Nota: Isso será compartilhado com o usuário."
"Note: Your request for account deletion will be fulfilled within {0} hours.","Nota: Sua solicitação de exclusão de conta será atendida em até {0} horas."
"Note:","Nota:"
"Notes:","Notas:"
"Nothing left to redo","Nada a refazer"
"Nothing left to undo","Nada a desfazer"
"Nothing New","Nada novo"
"Nothing to show","Nada para mostrar"
"Nothing to update","Nada para atualizar"
"Notification Log","Log de notificações"
"Notification Recipient","Destinatário da notificação"
"Notification sent to","Notificação enviada para"
"Notification Settings","Configurações de notificações"
"Notification Subscribed Document","Documento inscrito para notificação"
"Notification","Notificação"
"Notification: customer {0} has no Mobile number set","Notificação: o cliente {0} não tem número de celular definido"
"Notification: document {0} has no {1} number set (field: {2})","Notificação: o documento {0} não tem número de {1} definido (campo: {2})"
"Notification: user {0} has no Mobile number set","Notificação: o usuário {0} não tem número de celular definido"
"Notifications and bulk mails will be sent from this outgoing server.","Notificações e e-mails em massa serão enviados a partir deste servidor de saída."
"Notifications Disabled","Notificações desativadas"
"Notifications","Notificações"
"notified","notificado"
"Notify by Email","Notificar por e-mail"
"Notify if unreplied for (in mins)","Informar se não for respondido em (minutos)"
"Notify if unreplied","Informar se não for respondido"
"Notify Users On Every Login","Notificar usuários em cada login"
"Notify users with a popup when they log in","Notificar usuários com um popup quando fizerem login"
"Now","Agora"
"Number Card Link","Vínculo do cartão numérico"
"Number Card Name","Nome do cartão numérico"
"Number Card","Cartão numérico"
"Number Cards","Cartões numéricos"
"Number Format","Formato de número"
"""Number of attachment fields are more than {}","limit updated to {}.,O número de campos de anexo é maior que {}; limite atualizado para {}."""
"Number of backups must be greater than zero.","O número de backups deve ser maior que zero."
"Number of Backups","Número de Backups"
"Number of columns for a field in a Grid (Total Columns in a grid should be less than 11)","Número de colunas para um campo em um Grid (o total de colunas em um grid deve ser menor que 11)"
"Number of columns for a field in a List View or a Grid (Total Columns should be less than 11)","Número de colunas para um campo em uma Visualização de Lista ou em um Grid (o total de colunas deve ser menor que 11)"
"Number of days after which the document Web View link shared on email will be expired","Número de dias após os quais o link de Visualização Web do documento compartilhado por e-mail expirará"
"Number of Groups","Número de Grupos"
"Number of keys","Número de chaves"
"Number of onsite backups","Número de backups locais"
"Number of Queries","Número de consultas"
"Number","Número"
"OAuth Authorization Code","Código de autorização OAuth"
"OAuth Bearer Token","Token Bearer OAuth"
"OAuth Client ID","ID do cliente OAuth"
"OAuth Client Role","Perfil do cliente OAuth"
"OAuth Client","Cliente OAuth"
"OAuth Error","Erro de OAuth"
"""OAuth has been enabled but not authorised. Please use ""Authorise API Access"" button to do the same.","OAuth foi habilitado, mas não autorizado. Use o botão ""Autorizar acesso à API"" para isso."""
"OAuth Provider Settings","Configurações do provedor OAuth"
"OAuth Provider","Provedor OAuth"
"OAuth Scope","Escopo OAuth"
"OAuth Settings","Configurações de OAuth"
"OAuth","OAuth"
"Occurrences","Ocorrências"
"of","de"
"Off","Desligado"
"Office 365","Office 365"
"Office","Escritório"
"Official Documentation","Documentação oficial"
"Offset must be a non-negative integer","O deslocamento deve ser um inteiro não negativo"
"Offset X","Deslocamento X"
"Offset Y","Deslocamento Y"
"Old and new fieldnames are same.","Os nomes de campo antigo e novo são iguais."
"Old Password","Senha antiga"
"Older backups will be automatically deleted","Backups mais antigos serão excluídos automaticamente"
"Oldest Unscheduled Job","Tarefa não agendada mais antiga"
"""On {0}","{1} wrote:,""Em {0}, {1} escreveu:"""
"""On checking this option","URL will be treated like a jinja template string,""Ao marcar esta opção, a URL será tratada como uma string de template Jinja"""
"On Hold","Em espera"
"On or After","Em ou após"
"On or Before","Em ou antes"
"On Payment Authorization","Na autorização de pagamento"
"On Payment Charge Processed","No processamento da cobrança de pagamento"
"On Payment Failed","Na falha de pagamento"
"On Payment Mandate Acquisition Processed","No processamento da aquisição do mandato de pagamento"
"On Payment Mandate Charge Processed","No processamento da cobrança do mandato de pagamento"
"On Payment Paid","No pagamento concluído"
"on","em"
"on_change","em mudança"
"Onboard","Integrar"
"Onboarding complete","Integração concluída"
"Onboarding Name","Nome da integração"
"Onboarding Permission","Permissão de integração"
"Onboarding Status","Status da integração"
"Onboarding Step Map","Mapa de etapas da integração"
"Onboarding Step","Etapa da integração"
"Once submitted, submittable documents cannot be changed. They can only be Cancelled and Amended.","Depois de enviado, documentos submetíveis não podem ser alterados. Eles só podem ser Cancelados e Corrigidos."
"Once you have set this","the users will only be able access documents (eg. Blog Post) where the link exists (eg. Blogger).,Depois de definir isto, os usuários só poderão acessar documentos (ex.: Post de Blog) onde o vínculo existir (ex.: Blogger)."
"One Last Step","Um último passo"
"One of","Um de"
